Headlines,Fecha,traduccion,xlmr_positive,xlmr_neutral,xlmr_negative,finance-sentiment-es_positive,finance-sentiment-es_neutral,finance-sentiment-es_negative,mbert_oneStars,mbert_twoStars,mbert_threeStars,mbert_fourStars,mbert_fiveStars,finbert_positive,finbert_neutral,finbert_negative,pysentimiento_positive,pysentimiento_neutral,pysentimiento_negative
oliu hay un clamor social en contra de la opa,2025-05-20,oliu there is a social outcry against the opa,0.010521287098526955,0.05139249190688133,0.938086211681366,3.866589395329356e-05,0.9999431371688843,1.824643914005719e-05,0.5138238072395325,0.2652423083782196,0.136283278465271,0.053350504487752914,0.031300079077482224,1.1002734026988037e-05,0.9889618754386902,0.01102716475725174,0.08031198382377625,0.47540339827537537,0.444284588098526
el circulo rechaza la opa de sabadell porque acentuaria el desequilibrio territorial,2025-05-20,the circle rejects sabadells opa because it would accentuate the territorial imbalance,0.016468431800603867,0.1037643775343895,0.8797671794891357,0.001477454206906259,0.9930011034011841,0.005521493498235941,0.2287491410970688,0.2237146645784378,0.2927699387073517,0.1848573237657547,0.06990890949964523,0.0001581634278409183,0.969682514667511,0.030159354209899902,0.020489076152443886,0.21652382612228394,0.7629870772361755
bbva ofrece a grandes clientes invertir en cine con rentabilidad fiscal,2025-05-20,bbva offers big customers to invest in cinema with fiscal profitability,0.6719843745231628,0.3119761645793915,0.016039518639445305,0.0007182078552432358,0.9992702603340149,1.159884050139226e-05,0.01260339841246605,0.017676491290330887,0.12083983421325684,0.37913748621940613,0.46974286437034607,9.311341273132712e-05,0.9998981952667236,8.648294169688597e-06,0.5568509101867676,0.4079158306121826,0.03523331508040428
los grandes fondos elevan la inversion en banco sabadell,2025-05-20,big funds raise investment in sabadell bank,0.7895216941833496,0.18906110525131226,0.02141718938946724,0.9999408721923828,3.102473419858143e-05,2.8125414246460423e-05,0.012781638652086258,0.016274524852633476,0.06788061559200287,0.3291283845901489,0.5739348530769348,3.3869782782858238e-06,0.9999276399612427,6.9021487433929e-05,0.2414749413728714,0.6260852813720703,0.1324397474527359
la ocu tacha de irregular la consulta publica por la opa de bbva,2025-05-19,the ocu calls for irregular public consultation by bbvas opa,0.01672491244971752,0.1886684149503708,0.794606626033783,7.930300853331573e-06,0.9999819993972778,9.979255082726013e-06,0.3906008303165436,0.3616526424884796,0.20882508158683777,0.029917359352111816,0.009004111401736736,1.1745422057174437e-07,0.9998196959495544,0.00018018751870840788,0.021329088136553764,0.22481165826320648,0.7538591623306274
santander bbva caixabank telefonica y sabadell incluyen a la energia como riesgo geopolitico,2025-05-19,santander bbva caixabank telefonica and sabadell include energy as geopolitical risk,0.022518808022141457,0.3227502703666687,0.6547309756278992,7.872473361203447e-06,0.9999827146530151,9.37431013880996e-06,0.26794353127479553,0.20259936153888702,0.22066843509674072,0.16295364499092102,0.1458350569009781,3.720785025507212e-05,0.10107821226119995,0.8988845348358154,0.02324659936130047,0.3360704779624939,0.6406828761100769
cuatro banqueros de inversion espanoles en el top 30 de europa,2025-05-19,four spanish investment bankers at europes top 30,0.13794836401939392,0.5323641896247864,0.3296875059604645,9.890994078887161e-06,0.9999806880950928,9.359121577290352e-06,0.019238660112023354,0.014019526541233063,0.03563370183110237,0.13882949948310852,0.7922786474227905,3.1996814868762158e-06,0.99992835521698,6.846572796348482e-05,0.38046005368232727,0.52153080701828,0.09800911694765091
doce valores que pilotan el rally del ibex hasta el 14000,2025-05-17,twelve values that drive the ibex rally to 14000,0.10382838547229767,0.8615954518318176,0.034576110541820526,9.032175512402318e-06,0.9999829530715942,8.024515409488231e-06,0.006594706792384386,0.00735768536105752,0.03266006335616112,0.19283315539360046,0.7605544328689575,0.00025112254661507905,0.996955156326294,0.0027936878614127636,0.17575746774673462,0.49631136655807495,0.32793116569519043
unicaja asegura que sus accionistas no han conversado con sabadell,2025-05-17,unicaja says his shareholders have not talked to sabadell,0.02916862443089485,0.47410687804222107,0.4967244565486908,7.778170584060717e-06,0.9999831914901733,9.08080255612731e-06,0.39472824335098267,0.2138460874557495,0.21979354321956635,0.10012152791023254,0.07151061296463013,3.0484270041597483e-07,0.9998488426208496,0.00015075152623467147,0.03704092279076576,0.5000739097595215,0.46288520097732544
bbva no participa en la consulta publica por su opa sobre sabadell,2025-05-16,bbva does not participate in the public consultation for its opa about sabadell,0.022893792018294334,0.3814104199409485,0.5956957936286926,7.935857865959406e-06,0.9999834299087524,8.630903721495997e-06,0.5097043514251709,0.28909099102020264,0.1632833033800125,0.02811421826481819,0.009807063266634941,5.454729148368642e-07,0.9997864365577698,0.00021295034093782306,0.010936075821518898,0.23500420153141022,0.7540597915649414
tres factores que explican el salto del ibex por encima de los 14000 puntos,2025-05-16,three factors that explain the jump of the ibex above 14000 points,0.19229498505592346,0.719315230846405,0.08838982880115509,0.0001590406900504604,0.9998319149017334,9.062595381692518e-06,0.10275554656982422,0.14669489860534668,0.30621764063835144,0.23661069571971893,0.2077212631702423,0.36104124784469604,0.6379051804542542,0.0010536130284890532,0.11926449835300446,0.4439931809902191,0.4367423355579376
indra marca record y lidera el ibex con una subida del 808 en 2025,2025-05-16,indra makes record record and leads the ibex with a rise of 808 in 2025,0.6138274073600769,0.3459254503250122,0.04024716466665268,9.184565897157881e-06,0.9999829530715942,7.830939466657583e-06,0.011653530411422253,0.00848937314003706,0.022671407088637352,0.12578058242797852,0.8314051032066345,1.0,2.550536670753445e-08,5.890952170517494e-09,0.31119418144226074,0.5556556582450867,0.1331501007080078
abanca invita en una campana a la fusion de nuevos clientes con un reclamo de 500 euros,2025-05-16,abanca invites in a campaign to the merger of new customers with a claim of 500 euros,0.09202708303928375,0.7647701501846313,0.1432027667760849,2.346438486711122e-05,0.9999682903289795,8.229432751249988e-06,0.14852274954319,0.07752498239278793,0.13841059803962708,0.28752127289772034,0.3480203449726105,0.0002520029665902257,0.9997445940971375,3.511891918606125e-06,0.2727861702442169,0.6702592968940735,0.05695457383990288
hoy acaba el plazo de la consulta de la opa sobre sabadell,2025-05-16,today the deadline of the consultation of the opa on sabadell,0.05709392949938774,0.8422351479530334,0.10067091882228851,1.1585406355152372e-05,0.9999792575836182,9.195014172291849e-06,0.14855603873729706,0.14503595232963562,0.23217155039310455,0.24907296895980835,0.22516341507434845,3.5477651749715733e-07,0.9999096393585205,8.995465759653598e-05,0.0883190929889679,0.7776756882667542,0.13400520384311676
sabadell y bbva echan un pulso en seguros de vidaahorro,2025-05-15,sabadell and bbva take a pulse in lifesaving insurance,0.2932356894016266,0.4855048954486847,0.22125950455665588,1.1695139619405381e-05,0.9999802112579346,8.150908797688317e-06,0.5148606300354004,0.18261073529720306,0.11533273011445999,0.08213063329458237,0.1050652414560318,7.293186627066461e-06,0.9997639060020447,0.00022877073206473142,0.05379478633403778,0.5399956703186035,0.40620946884155273
el ibex supera los 13800 puntos en su quinta sesion al alza,2025-05-14,the ibex exceeds 13800 points in its fifth upward session,0.5661109685897827,0.3470875918865204,0.0868014469742775,0.9999377727508545,2.9851526051061228e-05,3.246768392273225e-05,0.2583809196949005,0.16458982229232788,0.16504064202308655,0.18559600412845612,0.22639261186122894,0.0010849129175767303,0.9988683462142944,4.6760458644712344e-05,0.10872120410203934,0.5170503258705139,0.37422850728034973
bbva preve un ajuste maximo de 2500 empleos por la fusion con sabadell,2025-05-14,bbva foresees a maximum adjustment of 2500 jobs due to the merger with sabadell,0.3771152198314667,0.5687357783317566,0.05414905026555061,0.000770915939938277,0.021434618160128593,0.9777944087982178,0.1856338232755661,0.16962505877017975,0.2650591731071472,0.23464420437812805,0.14503777027130127,8.997704981084098e-07,0.9999496936798096,4.933811942464672e-05,0.032099030911922455,0.48658451437950134,0.4813164174556732
sabadell reabre el mercado de cocos y emite mil millones,2025-05-13,sabadell reopens the cocos market and issues a billion,0.24146580696105957,0.5392336249351501,0.2193005532026291,8.571420039515942e-06,0.9999837875366211,7.60278589950758e-06,0.3482891321182251,0.15887677669525146,0.129984512925148,0.13535256683826447,0.22749704122543335,2.1488456695806235e-05,0.9992103576660156,0.000768188969232142,0.1470157355070114,0.6583955883979797,0.19458875060081482
pimec dispara beneficios e ingresos y extiende a tres los mandatos maximos de los presidentes,2025-05-13,pimec shoots profits and revenues and extends to three presidents maximum terms,0.4756978452205658,0.44354090094566345,0.08076128363609314,0.9967600703239441,0.003203772706910968,3.6086894397158176e-05,0.0598909929394722,0.03508341312408447,0.07215914875268936,0.22638389468193054,0.6064825057983398,2.1587376977549866e-05,0.9999665021896362,1.1967043064942118e-05,0.15545959770679474,0.6503183245658875,0.1942221075296402
bbva ficha a deloitte para la integracion con sabadell,2025-05-13,bbva tab to deloitte for integration with sabadell,0.1025320291519165,0.8316258192062378,0.06584221869707108,8.276277185359504e-06,0.999983549118042,8.278329914901406e-06,0.221910759806633,0.16234858334064484,0.26246410608291626,0.19836002588272095,0.15491650998592377,8.050093356359866e-07,0.9998651742935181,0.00013401407341007143,0.07740788161754608,0.7997017502784729,0.1228904202580452
cani fernandez aplaude la independencia de los consejeros en la resolucion de la opa de bbva,2025-05-13,cani fernandez applauds the independence of the councillors in the resolution of bbvas opa,0.49362802505493164,0.3185383677482605,0.18783369660377502,9.752731784828939e-06,0.9999817609786987,8.492794222547673e-06,0.030533473938703537,0.028145361691713333,0.1295284479856491,0.38954442739486694,0.42224830389022827,0.09020843356847763,0.9097083210945129,8.312956197187304e-05,0.2228952944278717,0.5630910396575928,0.2140137106180191
carlos torres la ultima palabra sobre la opa es de los accionistas de sabadell,2025-05-13,carlos torres the last word about the opa is from sabadells shareholders,0.048388756811618805,0.8259903192520142,0.12562096118927002,7.5407788244774565e-06,0.9999837875366211,8.732312380743679e-06,0.40422216057777405,0.20960786938667297,0.18477892875671387,0.1190376952290535,0.0823533684015274,1.1288674386378261e-06,0.9988468885421753,0.0011520638363435864,0.026690375059843063,0.4392223060131073,0.5340873599052429
cuerpo no corresponde al gobierno decidir movimientos entre empresas,2025-05-13,body it is not for the government to decide movements between companies,0.037157971411943436,0.5792922973632812,0.3835497200489044,7.0070500441943295e-06,0.9999823570251465,1.0614561688271351e-05,0.6628566980361938,0.22155043482780457,0.0934019535779953,0.01563187502324581,0.006559000350534916,1.236052071362792e-06,0.999071478843689,0.0009272601455450058,0.028879903256893158,0.48365530371665955,0.4874647259712219
sera el gobierno el caballero blanco de banco sabadell,2025-05-13,will the government be the white knight of banco sabadell,0.026653070002794266,0.31320449709892273,0.6601424217224121,8.38988671603147e-06,0.9999815225601196,1.0187841326114722e-05,0.18431644141674042,0.08440345525741577,0.15175248682498932,0.1865759789943695,0.3929516673088074,2.6569027795630973e-06,0.9996851682662964,0.00031224358826875687,0.02469182386994362,0.6383991241455078,0.33690905570983887
los bancos espanoles suman 12500 millones de capitalizacion bursatil con los resultados,2025-05-13,spanish banks total 125 billion stock capital with the results,0.11448408663272858,0.7556853294372559,0.12983065843582153,7.800334060448222e-06,0.9999837875366211,8.447679647360928e-06,0.18279102444648743,0.1338324248790741,0.19925019145011902,0.2422344982624054,0.24189189076423645,3.318929657325498e-06,0.9999946355819702,1.975997520275996e-06,0.09485781937837601,0.7644002437591553,0.14074189960956573
como deben actuar los empresarios ante un gobierno hostil,2025-05-13,how entrepreneurs should act in the face of a hostile government,0.018203267827630043,0.14814122021198273,0.8336555361747742,1.6935300664044917e-05,0.999935507774353,4.756298949359916e-05,0.06190645694732666,0.05268344655632973,0.14180061221122742,0.30925479531288147,0.43435466289520264,0.003193488111719489,0.9812266826629639,0.015579849481582642,0.008281939662992954,0.053807780146598816,0.9379103183746338
la union sabadellabanca tendria sentido segun los analistas pero escaso impacto en la opa de bbva,2025-05-13,the sabadellabanca union would make sense according to analysts but little impact on bbvas opa,0.021534016355872154,0.27001988887786865,0.7084461450576782,2.919061080319807e-05,0.9999202489852905,5.058671740698628e-05,0.14238907396793365,0.3690379858016968,0.4160940647125244,0.06387044489383698,0.008608409203588963,3.6653200368164107e-06,0.9999103546142578,8.597664418630302e-05,0.027424264699220657,0.4682586193084717,0.5043171048164368
los grandes fondos en contra de acciones defensivas en las opas,2025-05-13,the big funds against defensive actions in the opas,0.02499692514538765,0.233167827129364,0.7418352961540222,7.002220081631094e-05,0.00024467016919516027,0.9996852874755859,0.06682515144348145,0.09596358239650726,0.1822700947523117,0.3499561846256256,0.304984986782074,0.000750315492041409,0.5508922338485718,0.4483574330806732,0.010274209082126617,0.13277940452098846,0.8569462895393372
que puede y que no el gobierno en la opa de bbva sobre sabadell,2025-05-12,what can and what can not the government in the bbva opa about sabadell,0.03230094909667969,0.8178480863571167,0.14985105395317078,8.578243068768643e-06,0.9999821186065674,9.276353921450209e-06,0.3728044629096985,0.24665170907974243,0.2177998572587967,0.09583728760480881,0.06690657883882523,5.265820072963834e-05,0.9990666508674622,0.000880745705217123,0.021481310948729515,0.32244282960891724,0.6560758948326111
los bufetes detras de las grandes operaciones,2025-05-12,the law firms behind the big operations,0.07841115444898605,0.585872232913971,0.33571657538414,7.952605301397853e-06,0.9999799728393555,1.202193925564643e-05,0.04075923562049866,0.050320956856012344,0.11649118363857269,0.30460187792778015,0.48782673478126526,0.00010496834147488698,0.998713493347168,0.0011814840836450458,0.18038851022720337,0.5361316800117493,0.28347986936569214
sabadell explora una fusion con abanca como alternativa a la opa de bbva,2025-05-12,sabadell explores a merger with abanca as an alternative to bbvas opa,0.3365480303764343,0.5760359168052673,0.08741609007120132,9.349787433166057e-06,0.9999822378158569,8.497699127474334e-06,0.02863706834614277,0.03243215009570122,0.09995701909065247,0.3731214106082916,0.46585240960121155,1.156748112407513e-06,0.9999973773956299,1.3730359569308348e-06,0.09370726346969604,0.6232370734214783,0.2830556333065033
ing analiza compras para crecer en todos sus negocios en espana,2025-05-12,ing analyzes purchases to grow in all its businesses in spain,0.2944227159023285,0.6755419373512268,0.030035395175218582,1.6860536561580375e-05,0.999974250793457,8.894805432646535e-06,0.021086951717734337,0.022701477631926537,0.09005703032016754,0.3161002993583679,0.5500541925430298,0.002869170857593417,0.9969937801361084,0.00013709146878682077,0.27655911445617676,0.6650276184082031,0.05841324105858803
trump golpea los bonos espanoles mas que el covid ucrania y credit suisse,2025-05-12,trump beats spanish bonds more than covid ukraine and credit suisse,0.01798737794160843,0.07726745307445526,0.9047451615333557,1.474031523684971e-05,0.9999774694442749,7.719399945926853e-06,0.6308223009109497,0.14460992813110352,0.06977346539497375,0.05053592845797539,0.10425835847854614,0.8045647144317627,0.1941300928592682,0.001305240672081709,0.01223018765449524,0.08313872665166855,0.9046310782432556
sabadell contento con la consulta publica pero no tranquilo,2025-05-12,sabadell happy with the public consultation but not calm,0.18808503448963165,0.37274429202079773,0.43917062878608704,0.999783456325531,0.00012950551172252744,8.697399607626721e-05,0.018409598618745804,0.06783667206764221,0.4903624653816223,0.3566408157348633,0.06675048917531967,0.0038833029102534056,0.9956247210502625,0.0004919765051454306,0.0683884248137474,0.5560300350189209,0.3755815625190735
las cotizadas reparten 775 millones en dividendos en marzo casi el triple que en 2024,2025-05-11,the quoted share 775 million in dividends in march almost triple that in 2024,0.25657156109809875,0.6417705416679382,0.10165784507989883,0.9999163150787354,3.272237518103793e-05,5.084474469185807e-05,0.4632258117198944,0.2515867054462433,0.14941108226776123,0.06352395564317703,0.07225250452756882,0.9761384725570679,0.023848548531532288,1.2987007721676491e-05,0.101070336997509,0.6464760899543762,0.2524535357952118
los bancos ofrecen pagos en efectivo por captar nominas,2025-05-10,banks offer cash payments for payroll collection,0.22970548272132874,0.7423678040504456,0.027926655486226082,7.507301233999897e-06,0.9999831914901733,9.290200978284702e-06,0.03730068355798721,0.04583098739385605,0.1934872418642044,0.3919442594051361,0.3314368724822998,1.2158701565567753e-06,0.9999788999557495,1.995642014662735e-05,0.057804007083177567,0.7802242636680603,0.16197164356708527
opa bbvasabadell las injerencias politicas espantan a fondos de arbitraje,2025-05-10,opa bbvasabadell political interference scares away arbitration funds,0.014582778327167034,0.06015617772936821,0.9252611398696899,5.057438829680905e-05,8.02631548140198e-05,0.9998691082000732,0.4449986517429352,0.2455863058567047,0.1713777780532837,0.0786389634013176,0.05939820036292076,4.43054705101531e-05,0.00012418114056345075,0.9998314380645752,0.005737315863370895,0.053680822253227234,0.9405819177627563
sanitas vidacaixa y bbva seguros las companias mas rentables en 2024,2025-05-10,sanitas vidacaixa and bbva seguros the most profitable companies in 2024,0.3990938663482666,0.5583667755126953,0.0425393171608448,0.9997374415397644,0.00021883801673538983,4.3687781726475805e-05,0.06755052506923676,0.04786183312535286,0.08416976034641266,0.1828717142343521,0.6175462007522583,0.9999364614486694,5.7048928283620626e-05,6.3958668761188164e-06,0.305503785610199,0.600139856338501,0.09435635805130005
fitch pone en revision positiva el rating de sabadell por la opa,2025-05-09,fitch puts sabadells rating on positive review for the opa,0.37342414259910583,0.46808862686157227,0.1584872305393219,0.9999427795410156,2.4529570509912446e-05,3.268447471782565e-05,0.0713438168168068,0.08330371975898743,0.2625683844089508,0.34516993165016174,0.23761415481567383,0.9999819993972778,1.527936547063291e-05,2.744931180131971e-06,0.05295401066541672,0.49573174118995667,0.45131421089172363
el empresariado catalan ultima una carta conjunta a sanchez para que impida la opa,2025-05-09,the catalan entrepreneur finalizes a joint letter to sanchez to prevent the opa,0.06194514036178589,0.32618287205696106,0.6118719577789307,1.195313689095201e-05,0.9999805688858032,7.491303222195711e-06,0.325435072183609,0.19539500772953033,0.20348244905471802,0.16049551963806152,0.11519195884466171,5.146164767211303e-05,0.9991058707237244,0.0008426772546954453,0.061060190200805664,0.5940814018249512,0.3448583483695984
sanitas se alia con una filial de generali para entrar en portugal,2025-05-09,sanitas allied with a subsidiary of generali to enter portugal,0.1390363723039627,0.7864667177200317,0.07449693232774734,9.558746569382492e-06,0.9999828338623047,7.677416760998312e-06,0.1785055249929428,0.14137980341911316,0.22376582026481628,0.25463107228279114,0.2017177790403366,3.928701062250184e-06,0.9998083710670471,0.0001877227332442999,0.10642073303461075,0.7662668824195862,0.12731243669986725
la banca sortea las rebajas de tipos y gana 8500 millones,2025-05-09,the bank raffles the rate reductions and earns 85 billion,0.29906368255615234,0.6227320432662964,0.07820425927639008,9.777942068467382e-06,0.9999825954437256,7.688288860663306e-06,0.2798106074333191,0.13770250976085663,0.1562098115682602,0.15461686253547668,0.2716602385044098,0.018138188868761063,0.9815661907196045,0.00029552154592238367,0.28917551040649414,0.6371894478797913,0.07363501191139221
sabadell supera las expectativas y eleva el beneficio trimestral un 58,2025-05-08,sabadell exceeds expectations and raises quarterly profit by 58,0.8666559457778931,0.11132416874170303,0.02201993763446808,0.999943733215332,2.4746990675339475e-05,3.141065462841652e-05,0.011218763887882233,0.014497864060103893,0.09045162051916122,0.44339796900749207,0.4404338300228119,0.9999628067016602,6.110716554985629e-08,3.712458783411421e-05,0.2819836735725403,0.6315163969993591,0.0864998996257782
el bce ve solventes a bbva y sabadell juntos o separados,2025-05-08,ecb sees bbva and sabadell solvents together or separately,0.06776382029056549,0.7528643608093262,0.17937183380126953,9.292232789448462e-06,0.999982476234436,8.240559509431478e-06,0.30347228050231934,0.20695596933364868,0.2184142768383026,0.14203700423240662,0.1291203796863556,3.8831691995255824e-07,0.9999963045120239,3.3175490443682065e-06,0.02810179628431797,0.5570277571678162,0.4148704707622528
bbva dispara a record su acopio de deuda espanola para impulsar la rentabilidad,2025-05-08,bbva shoots to record its spanish debt collection to boost profitability,0.31166940927505493,0.6005920767784119,0.08773848414421082,0.9999387264251709,2.5432920665480196e-05,3.5863296943716705e-05,0.1169310063123703,0.07127108424901962,0.13362336158752441,0.24193120002746582,0.43624329566955566,1.0,1.8361124176635713e-08,1.057732301745773e-08,0.14207760989665985,0.5656594038009644,0.29226306080818176
la factoria de relatos y bulos de la moncloa a pleno rendimiento,2025-05-08,la moncloas story and bull factory at full performance,0.416341632604599,0.49695709347724915,0.08670131117105484,0.9999314546585083,3.0332592359627597e-05,3.829210254480131e-05,0.008001541718840599,0.009398096241056919,0.05750417336821556,0.35641035437583923,0.56868577003479,6.228368147276342e-05,0.9998856782913208,5.200722080189735e-05,0.1548270881175995,0.3989025950431824,0.4462703466415405
illa sobre la opa preferiria que no salga adelante por muchos motivos,2025-05-07,illa on the opa id rather it didnt go ahead for many reasons,0.01716596633195877,0.16049620509147644,0.822337806224823,2.498580579413101e-05,0.9999567270278931,1.8279779396834783e-05,0.14768776297569275,0.37800338864326477,0.36395296454429626,0.09047853946685791,0.019877353683114052,0.00012926511408295482,0.5087343454360962,0.49113646149635315,0.016212590038776398,0.16886715590953827,0.8149202466011047
bbva tiene mas de 2300 millones para mejorar la opa sobre sabadell,2025-05-07,bbva has more than 23 billion to improve the opa on sabadell,0.47190022468566895,0.4421602189540863,0.08593954890966415,0.9996899366378784,0.00028387620113790035,2.6165083909290843e-05,0.23032264411449432,0.17775289714336395,0.19096218049526215,0.17013907432556152,0.23082329332828522,0.9999996423721313,3.307736733404454e-07,4.808633491393266e-08,0.09636811167001724,0.6439570188522339,0.2596748471260071
opa bbvasabadell el gobierno entre chatgpt y tezanos,2025-05-07,opa bbvasabadell the government between chatgpt and tezanos,0.15358556807041168,0.6115485429763794,0.23486588895320892,7.628525509062456e-06,0.9999829530715942,9.41396410780726e-06,0.30819863080978394,0.2118908017873764,0.2039482146501541,0.14359143376350403,0.1323709487915039,2.741099251579726e-06,0.9998200535774231,0.00017726108490023762,0.02662602998316288,0.20053772628307343,0.7728362679481506
bbva acelera en bolsa y acerca a positivo la prima por sabadell,2025-05-07,bbva accelerates on the stock exchange and brings the premium for sabadell to positive,0.4158826470375061,0.5002428293228149,0.08387450873851776,0.9999431371688843,2.54233800660586e-05,3.141513298032805e-05,0.21255409717559814,0.12267670035362244,0.15941593050956726,0.20426996052265167,0.3010832667350769,0.9999597072601318,3.855305112665519e-05,1.7465833934693364e-06,0.12821665406227112,0.667499840259552,0.20428349077701569
de la consulta bolivariana al conclave romano,2025-05-07,from the bolivarian consultation to the roman conclave,0.03438553586602211,0.7610272765159607,0.2045871913433075,9.346101251139771e-06,0.9999808073043823,9.923175639414694e-06,0.07385256141424179,0.06359373778104782,0.1684873402118683,0.3380286991596222,0.35603761672973633,3.1378110065816145e-07,0.9997187256813049,0.000280864565866068,0.05359197407960892,0.7256739139556885,0.220734104514122
asi es el cuestionario del gobierno sobre la opa de bbva a sabadell,2025-05-06,this is the governments questionnaire on bbvas opa a sabadell,0.0369228832423687,0.8767682313919067,0.08630889654159546,7.725686373305507e-06,0.9999837875366211,8.518061804352328e-06,0.22026778757572174,0.18347764015197754,0.2807101309299469,0.18155953288078308,0.13398493826389313,6.223008313099854e-06,0.9653439521789551,0.034649863839149475,0.024909183382987976,0.39113953709602356,0.5839512944221497
la consulta publica de la opa terminara el 16 de mayo y el gobierno decidira en siete dias,2025-05-06,the public consultation of the opa will end on 16 may and the government will decide in seven days,0.09837831556797028,0.8210170865058899,0.08060463517904282,6.674610176560236e-06,0.9999822378158569,1.112402696890058e-05,0.42639926075935364,0.2162325233221054,0.19152578711509705,0.10152015835046768,0.06432224810123444,1.3786245922631224e-08,0.9999959468841553,4.062245352542959e-06,0.04092990979552269,0.84108966588974,0.1179804727435112
bbva elevo un 224 la financiacion a empresas en galicia en el primer trimestre,2025-05-06,bbva raised funding to companies in galicia by 224 in the first quarter,0.40121740102767944,0.5009583234786987,0.09782429039478302,0.9999420642852783,2.9138151148799807e-05,2.8866712455055676e-05,0.2653246819972992,0.15567722916603088,0.19352836906909943,0.18133901059627533,0.20413069427013397,0.0001573937915964052,0.9998121857643127,3.0434439395321533e-05,0.1026679202914238,0.7252480387687683,0.17208412289619446
el gobierno dice que la consulta publica es habitual en procesos normativos,2025-05-06,government says public consultation is usual in regulatory processes,0.07848265022039413,0.7502370476722717,0.17128030955791473,7.7034701462253e-06,0.9999830722808838,9.172583304462023e-06,0.1735229790210724,0.20346063375473022,0.32335004210472107,0.19966764748096466,0.09999866038560867,6.674661108263535e-07,0.9998577833175659,0.00014152470976114273,0.07531384378671646,0.8085436224937439,0.11614248901605606
feijoo no ve seria la consulta sobre la opa ya que marca un precedente en proximas fusiones,2025-05-06,feijoo does not see serious the consultation on the opa as it marks a precedent in upcoming mergers,0.06260962784290314,0.6556000113487244,0.2817903161048889,1.1109813385701273e-05,0.9999797344207764,9.18607838684693e-06,0.19202196598052979,0.271033376455307,0.33116573095321655,0.15087109804153442,0.05490777641534805,5.875356237083906e-06,0.9994705319404602,0.0005237035220488906,0.04383736848831177,0.37610429525375366,0.5800583362579346
recelos ante el papel del gobierno en la opa,2025-05-06,they claim to the role of the government in the opa,0.02412358485162258,0.3006041646003723,0.6752721667289734,0.00012403940490912646,0.03127487003803253,0.9686010479927063,0.06826621294021606,0.08282770961523056,0.22758901119232178,0.37961679697036743,0.24170026183128357,6.634370947722346e-05,0.9997444748878479,0.0001890776475192979,0.011265729553997517,0.09965036064386368,0.889083981513977
asi funcionan las consultas publicas de la administracion,2025-05-06,this is how the public consultations of the administration work,0.2009090632200241,0.7126431465148926,0.08644774556159973,9.462620255362708e-06,0.9999825954437256,8.045784852583893e-06,0.017130382359027863,0.02372109144926071,0.1718437522649765,0.4107392430305481,0.37656548619270325,1.2673002629526309e-06,0.9999343156814575,6.439899880206212e-05,0.06964319944381714,0.7385954856872559,0.19176125526428223
la bolsa liga el exito de la opa a la oferta final de bbva,2025-05-06,the stock market links the success of the opa to the final offer of bbva,0.6936415433883667,0.2533119022846222,0.0530465729534626,9.473727914155461e-06,0.9999828338623047,7.762124369037338e-06,0.019882505759596825,0.023767953738570213,0.11630464345216751,0.38143619894981384,0.4586086869239807,0.3749604821205139,0.6245754361152649,0.0004640918632503599,0.06980250775814056,0.7313004732131958,0.19889704883098602
el gobierno tiene hasta finales de junio para tomar una decision,2025-05-06,the government has until the end of june to make a decision,0.0931829959154129,0.8064800500869751,0.10033686459064484,6.965093689359492e-06,0.9999818801879883,1.1195179467904381e-05,0.25981438159942627,0.24798664450645447,0.27385348081588745,0.15282942354679108,0.06551603972911835,1.2234032453761756e-07,0.999882698059082,0.0001171104668173939,0.05304679274559021,0.7739631533622742,0.1729901134967804
sanchez anuncia una consulta publica en la opa de bbva sobre sabadell,2025-05-06,sanchez announces a public consultation in bbvas opa about sabadell,0.07681857794523239,0.886086106300354,0.037095360457897186,7.872873538872227e-06,0.9999839067459106,8.226979844039306e-06,0.19829481840133667,0.13581185042858124,0.2398209571838379,0.25880157947540283,0.16727085411548615,1.3896526525059016e-06,0.9999630451202393,3.549074608599767e-05,0.051700156182050705,0.6144906878471375,0.3338092565536499
el ibex supera los 13500 puntos y marca nuevos maximos desde 2008,2025-05-05,ibex exceeds 13500 points and marks new maximums since 2008,0.5890546441078186,0.3587052524089813,0.05224015563726425,0.00022120166977401823,0.9997705817222595,8.229407285398338e-06,0.00837611686438322,0.008767830207943916,0.026067934930324554,0.1531546413898468,0.803633451461792,0.003945204894989729,0.9959432482719421,0.00011144018935738131,0.298279732465744,0.5781844854354858,0.12353578209877014
bbva sube mas que sabadell en el ibex ante la consulta publica del gobierno,2025-05-05,bbva rises more than sabadell in the ibex before the governments public consultation,0.09857270121574402,0.6891892552375793,0.21223802864551544,2.6017265554401092e-05,0.9999686479568481,5.403598152042832e-06,0.21500790119171143,0.13615867495536804,0.18447166681289673,0.21403081715106964,0.2503308951854706,6.146644591353834e-05,0.9998801946640015,5.83115906920284e-05,0.018542813137173653,0.20578351616859436,0.7756737470626831
